,Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date,Month,ZipCode,NOC 2016 V1.3 Code,NOC 2016 V1.3 Title,NOC 2021 V1.0 Code,NOC 2021 V1.0 Title,Teer
10073,,  Primary Agriculture,Matos Winery and Distillery,"St. Catherines, PE C0A 1H1",8431-General farm workers,,,1.0,2019,January 2019,January,C0A 1H1,8431,General farm workers,85101,Harvesting labourers,5
10074,,,Nobra Holsteins Inc.,"Kensington, PE C0B 1M0",8431-General farm workers,,,3.0,2019,January 2019,January,C0B 1M0,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
10075,,,Nobra Holsteins Inc.,"Kensington, PE C0B 1M0",8431-General farm workers,,,3.0,2019,January 2019,January,C0B 1M0,8431,General farm workers,85100,Livestock labourers,5
10076,,,Nobra Holsteins Inc.,"Kensington, PE C0B 1M0",8431-General farm workers,,,3.0,2019,January 2019,January,C0B 1M0,8431,General farm workers,85101,Harvesting labourers,5
10077,Nova Scotia,    High Wage,Spar Marine Limited,"DARTMOUTH, NS B3B 1E4",7242-Industrial electricians,,,1.0,2019,January 2019,January,B3B 1E4,7242,Industrial electricians,72201,Industrial electricians,2
10078,,   Low Wage,Burnside Law Group Limited,"DARTMOUTH, NS B3B 1S8",4211-Paralegal and related occupations,,,1.0,2019,January 2019,January,B3B 1S8,4211,Paralegal and related occupations,42200,Paralegals and related occupations,2
10079,,,C&D Makridis Holdings Ltd.,"Halifax, NS B3M 2K3",6316-Other services supervisors,,,1.0,2019,January 2019,January,B3M 2K3,6316,Other services supervisors,62029,Other services supervisors,2
10080,,,C&D Makridis Holdings Ltd.,"Halifax, NS B3M 2K3",6316-Other services supervisors,,,1.0,2019,January 2019,January,B3M 2K3,6316,Other services supervisors,65211,"Operators and attendants in amusement, recreation and sport",5
10081,,,Chebucto Inn,"Halifax, NS B3K 2R9",6322-Cooks,,,1.0,2019,January 2019,January,B3K 2R9,6322,Cooks,63200,Cooks,3
10082,,,Nio Wholesale Ltd o/a Bento Sushi,"Bedford, NS B4A 0G6",6322-Cooks,,,1.0,2019,January 2019,January,B4A 0G6,6322,Cooks,63200,Cooks,3
10083,New Brunswick,    High Wage,Cape Enrage Interpretive Centre Inc.,"WATERSIDE, NB E4H 4Z4",6322-Cooks,,,1.0,2019,January 2019,January,E4H 4Z4,6322,Cooks,63200,Cooks,3
10084,,,Colbr Consulting Inc.,"Maquapit Lake, NB E4B 0A6","4169-Other professional occupations in social science, n.e.c.",,,1.0,2019,January 2019,January,E4B 0A6,4169,"Other professional occupations in social science, n.e.c.",41409,Other professional occupations in social science,1
10085,,,McKenzie Learning Systems Inc.,"MONCTON, NB E1C 5Y6","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,January 2019,January,E1C 5Y6,1123,"Professional occupations in advertising, marketing and public relations",10022,"Advertising, marketing and public relations managers",0
10086,,,McKenzie Learning Systems Inc.,"MONCTON, NB E1C 5Y6","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,January 2019,January,E1C 5Y6,1123,"Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",1
10087,,,McKenzie Learning Systems Inc.,"MONCTON, NB E1C 5Y6","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,January 2019,January,E1C 5Y6,1123,"Professional occupations in advertising, marketing and public relations",64409,Other customer and information services representatives,4
10088,,   Low Wage,C&A Toner Ltd.,"GRANDFALLS, NB E3Z 1A6",6332-Bakers,,,1.0,2019,January 2019,January,E3Z 1A6,6332,Bakers,63202,Bakers,3
10089,Quebec,    High Wage,7909284 Canada inc.,"CANDIAC, QC J5R 2E2","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,January 2019,January,J5R 2E2,1123,"Professional occupations in advertising, marketing and public relations",10022,"Advertising, marketing and public relations managers",0
10090,Quebec,    High Wage,7909284 Canada inc.,"CANDIAC, QC J5R 2E2","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,January 2019,January,J5R 2E2,1123,"Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",1
10091,Quebec,    High Wage,7909284 Canada inc.,"CANDIAC, QC J5R 2E2","1123-Professional occupations in advertising, marketing and public relations",,,1.0,2019,January 2019,January,J5R 2E2,1123,"Professional occupations in advertising, marketing and public relations",64409,Other customer and information services representatives,4
10092,,,9014-5459 Quebec Inc.,"Riviere du Loup, QC G5R 1E2",1241-Administrative assistants,,,1.0,2019,January 2019,January,G5R 1E2,1241,Administrative assistants,13110,Administrative assistants,3
10093,,,9171-7363 Quebec Inc,"LA PRAIRIE, QC J5R 1S8","6711-Food counter attendants, kitchen helpers and related support occupations",,,1.0,2019,January 2019,January,J5R 1S8,6711,"Food counter attendants, kitchen helpers and related support occupations",65201,"Food counter attendants, kitchen helpers and related support occupations",5
10094,,,9320-9955 Québec inc. / Au Safran,"Saint-Paul, QC J0K 3E0",6322-Cooks,,,1.0,2019,January 2019,January,J0K 3E0,6322,Cooks,63200,Cooks,3
10095,,,9358-4399 Québec Inc.,"REPENTIGNY, QC J6A 8L6",6311-Food service supervisors,,,1.0,2019,January 2019,January,J6A 8L6,6311,Food service supervisors,62020,Food service supervisors,2
10096,,,9378-3173 Quebec Inc,"MONTRÉAL, QC H2E 2K5","5243-Theatre, fashion, exhibit and other creative designers",,,1.0,2019,January 2019,January,H2E 2K5,5243,"Theatre, fashion, exhibit and other creative designers",53123,"Theatre, fashion, exhibit and other creative designers",3
10097,,,9378-3173 Quebec Inc,"MONTRÉAL, QC H2E 2K5","5243-Theatre, fashion, exhibit and other creative designers",,,1.0,2019,January 2019,January,H2E 2K5,5243,"Theatre, fashion, exhibit and other creative designers",62010,Retail sales supervisors,2
10098,,,9378-3173 Quebec Inc,"MONTRÉAL, QC H2E 2K5","5243-Theatre, fashion, exhibit and other creative designers",,,1.0,2019,January 2019,January,H2E 2K5,5243,"Theatre, fashion, exhibit and other creative designers",64100,Retail salespersons and visual merchandisers,4
10099,,,Altitude Aerospace Inc,"MONTRÉAL, QC H4S 1T2",2146-Aerospace engineers,,,1.0,2019,January 2019,January,H4S 1T2,2146,Aerospace engineers,21390,Aerospace engineers,1
10100,,,Au delà de l'éducation Canada Inc,"MONTRÉAL, QC H3H 2S2",4021-College and other vocational instructors,,,1.0,2019,January 2019,January,H3H 2S2,4021,College and other vocational instructors,41210,College and other vocational instructors,1
10101,,,Canadian Helicopters Limited,"Les Cèdres, QC J7T 1G1",0211-Engineering managers,,,1.0,2019,January 2019,January,J7T 1G1,0211,Engineering managers,20010,Engineering managers,0
10102,,,Equipement Comact dba: Comact Equipment,"Saint-Georges, QC G5Y 8G4",7231-Machinists and machining and tooling inspectors,,,2.0,2019,January 2019,January,G5Y 8G4,7231,Machinists and machining and tooling inspectors,72100,Machinists and machining and tooling inspectors,2
10103,,,Impôts Lorenti,"MONTREAL, QC H2S 2N1",1311-Accounting technicians and bookkeepers,,,1.0,2019,January 2019,January,H2S 2N1,1311,Accounting technicians and bookkeepers,12200,Accounting technicians and bookkeepers,2
10104,,,JBC Architectes inc.,"Montréal, QC H2V 1A5",2251-Architectural technologists and technicians,,,1.0,2019,January 2019,January,H2V 1A5,2251,Architectural technologists and technicians,22210,Architectural technologists and technicians,2
10105,,,La Maison Simons,"MONTRÉAL, QC H2V 4M1","5232-Other performers, n.e.c.",,,2.0,2019,January 2019,January,H2V 4M1,5232,"Other performers, n.e.c.",53121,"Actors, comedians and circus performers",3
10106,,,La Maison Simons,"MONTRÉAL, QC H2V 4M1","5232-Other performers, n.e.c.",,,2.0,2019,January 2019,January,H2V 4M1,5232,"Other performers, n.e.c.",55109,Other performers,5
10107,,,Mangogen Pharma inc.,"Laval, QC H7V 5B7","0014-Senior managers - health, education, social and community services and membership organizations",,,1.0,2019,January 2019,January,H7V 5B7,0014,"Senior managers - health, education, social and community services and membership organizations",00013,"Senior managers - health, education, social and community services and membership organizations",0
10108,,,Maplace Inc.,"QUÉBEC, QC G1V 0B9",1241-Administrative assistants,,,1.0,2019,January 2019,January,G1V 0B9,1241,Administrative assistants,13110,Administrative assistants,3
10109,,,NSAIIA INTERNATIONAL INC,"Magog, QC J1X 2B3",2171-Information systems analysts and consultants,,,1.0,2019,January 2019,January,J1X 2B3,2171,Information systems analysts and consultants,21211,Data scientists,1
10110,,,NSAIIA INTERNATIONAL INC,"Magog, QC J1X 2B3",2171-Information systems analysts and consultants,,,1.0,2019,January 2019,January,J1X 2B3,2171,Information systems analysts and consultants,21220,Cybersecurity specialists,1
10111,,,NSAIIA INTERNATIONAL INC,"Magog, QC J1X 2B3",2171-Information systems analysts and consultants,,,1.0,2019,January 2019,January,J1X 2B3,2171,Information systems analysts and consultants,21221,Business systems specialists,1
10112,,,NSAIIA INTERNATIONAL INC,"Magog, QC J1X 2B3",2171-Information systems analysts and consultants,,,1.0,2019,January 2019,January,J1X 2B3,2171,Information systems analysts and consultants,21222,Information systems specialists,1
10113,,,NSAIIA INTERNATIONAL INC,"Magog, QC J1X 2B3",2171-Information systems analysts and consultants,,,1.0,2019,January 2019,January,J1X 2B3,2171,Information systems analysts and consultants,21233,Web designers,1
10114,,,,,2174-Computer programmers and interactive media developers,,,9.0,2019,January 2019,January,,2174,Computer programmers and interactive media developers,21230,Computer systems developers and programmers,1
10115,,,,,2174-Computer programmers and interactive media developers,,,9.0,2019,January 2019,January,,2174,Computer programmers and interactive media developers,21232,Software developers and programmers,1
10116,,,,,2174-Computer programmers and interactive media developers,,,9.0,2019,January 2019,January,,2174,Computer programmers and interactive media developers,21234,Web developers and programmers,1
10117,,,Programme Addiction Outreach,"MONTRÉAL, QC H2S 1S8",4212-Social and community service workers,,,1.0,2019,January 2019,January,H2S 1S8,4212,Social and community service workers,42201,Social and community service workers,2
10118,,,"Zef Scientific, Inc.","Dorval, QC H9P 1J8",2241-Electrical and electronics engineering technologists and technicians,,,1.0,2019,January 2019,January,H9P 1J8,2241,Electrical and electronics engineering technologists and technicians,22310,Electrical and electronics engineering technologists and technicians,2
10119,,   Low Wage,9326-9264 Quebec Inc.,"PINCOURT, QC J7W 0H6","6733-Janitors, caretakers and building superintendents",,,2.0,2019,January 2019,January,J7W 0H6,6733,"Janitors, caretakers and building superintendents",65312,"Janitors, caretakers and heavy-duty cleaners",5
10120,,   Low Wage,9326-9264 Quebec Inc.,"PINCOURT, QC J7W 0H6","6733-Janitors, caretakers and building superintendents",,,2.0,2019,January 2019,January,J7W 0H6,6733,"Janitors, caretakers and building superintendents",73201,General building maintenance workers and building superintendents,3
10121,,,9339-3817 Québec Inc.,"MONTRÉAL, QC H2P 1V2",6332-Bakers,,,1.0,2019,January 2019,January,H2P 1V2,6332,Bakers,63202,Bakers,3
10122,,,Golf Le Griffon De Sources Inc.,"MIRABEL, QC J7N 3B1",1241-Administrative assistants,,,1.0,2019,January 2019,January,J7N 3B1,1241,Administrative assistants,13110,Administrative assistants,3
10123,,,La Compagnie Moruzzi Limitée,"Montreal, QC H1P 3L7",6411-Sales and account representatives - wholesale trade (non-technical),,,1.0,2019,January 2019,January,H1P 3L7,6411,Sales and account representatives - wholesale trade (non-technical),62100,Technical sales specialists - wholesale trade,2
10124,,,La Compagnie Moruzzi Limitée,"Montreal, QC H1P 3L7",6411-Sales and account representatives - wholesale trade (non-technical),,,1.0,2019,January 2019,January,H1P 3L7,6411,Sales and account representatives - wholesale trade (non-technical),64101,Sales and account representatives - wholesale trade (non-technical),4
10125,,,Le Blanco Inc.,"MONT-TREMBLANT, QC J8E 3J8",6341-Hairstylists and barbers,,,1.0,2019,January 2019,January,J8E 3J8,6341,Hairstylists and barbers,63210,Hairstylists and barbers,3
10126,,,Les Chamois Mont-Royal Inc.,"MONTREAL, QC H4T 1Y2",1524-Purchasing and inventory control workers,,,1.0,2019,January 2019,January,H4T 1Y2,1524,Purchasing and inventory control workers,14403,Purchasing and inventory control workers,4
10127,,,Salon de coiffure New Chomedey,"MONTRÉAL, QC H2X 1X3",6341-Hairstylists and barbers,,,1.0,2019,January 2019,January,H2X 1X3,6341,Hairstylists and barbers,63210,Hairstylists and barbers,3
10128,,  Primary Agriculture,Desil-Eggs Corp.,"Notre-Dame-du-Bon-Conseil, QC J0C 1A0",8431-General farm workers,,,2.0,2019,January 2019,January,J0C 1A0,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
10129,,  Primary Agriculture,Desil-Eggs Corp.,"Notre-Dame-du-Bon-Conseil, QC J0C 1A0",8431-General farm workers,,,2.0,2019,January 2019,January,J0C 1A0,8431,General farm workers,85100,Livestock labourers,5
